risk_dial,risk_category,risk_factor,modifiable,risk_direction,question,answer,min_value,max_value,sex,prev_value,prev_doi,prev_year,prev_note,prev_study_design,prev_participants,prev_country,prev_review_date,rr_value,rr_doi,rr_year,rr_notes,rr_study_design,rr_participants,rr_country,rr_review_date
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,35,40,Male,0.067,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.230,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,40,45,Male,0.063,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.460,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,45,50,Male,0.060,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,1.000,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,50,55,Male,0.062,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,2.040,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,55,60,Male,0.062,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,4.080,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,60,65,Male,0.063,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,7.610,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,65,70,Male,0.054,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,12.870,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,70,75,Male,0.042,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,19.450,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,75,80,Male,0.030,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,28.240,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,80,85,Male,0.018,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,35.320,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,85,120,Male,0.014,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,39.330,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&advopt_show_ci=on&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Bladder Cancer,Cancer,Race (non-white),No,Protective,Race,Asian,NA,NA,Female,0.061,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,25-May-2023,0.540,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=6&graph_type=7&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&stat_type=10&sex=3&age_range=300&risk_interval=99&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2011,See calculations in Gdrive link,US Census Data,"158,764,206",United States,25-May-2023
Bladder Cancer,Cancer,Race (non-white),No,Protective,Race,Black,NA,NA,Female,0.129,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,25-May-2023,0.620,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=6&graph_type=7&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&stat_type=10&sex=3&age_range=300&risk_interval=99&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2011,See calculations in Gdrive link,US Census Data,"158,764,206",United States,25-May-2023
Bladder Cancer,Cancer,Race (non-white),No,Protective,Race,Hispanic,NA,NA,Female,0.194,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,25-May-2023,0.620,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=6&graph_type=7&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&stat_type=10&sex=3&age_range=300&risk_interval=99&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2019,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-May-2023
Bladder Cancer,Cancer,Race (non-white),No,Protective,Race,Native,NA,NA,Female,0.008,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,25-May-2023,0.540,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=6&graph_type=7&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&stat_type=10&sex=3&age_range=300&risk_interval=99&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2019,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-May-2023
Bladder Cancer,Cancer,Race (non-white),No,Protective,Race,White,NA,NA,Female,0.608,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,25-May-2023,1.000,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=6&graph_type=7&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&stat_type=10&sex=3&age_range=300&risk_interval=99&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2019,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-May-2023
Bladder Cancer,Cancer,Race (non-white),No,Protective,Race,Asian,NA,NA,Male,0.061,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,25-May-2023,0.570,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=6&graph_type=7&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&stat_type=10&sex=3&age_range=300&risk_interval=99&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2019,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-May-2023
Bladder Cancer,Cancer,Race (non-white),No,Protective,Race,Black,NA,NA,Male,0.129,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,25-May-2023,0.400,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=6&graph_type=7&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&stat_type=10&sex=3&age_range=300&risk_interval=99&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2019,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-May-2023
Bladder Cancer,Cancer,Race (non-white),No,Protective,Race,Hispanic,NA,NA,Male,0.194,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,25-May-2023,0.550,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=6&graph_type=7&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&stat_type=10&sex=3&age_range=300&risk_interval=99&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2019,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-May-2023
Bladder Cancer,Cancer,Race (non-white),No,Protective,Race,Native,NA,NA,Male,0.008,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,25-May-2023,0.480,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=6&graph_type=7&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&stat_type=10&sex=3&age_range=300&risk_interval=99&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2019,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-May-2023
Bladder Cancer,Cancer,Race (non-white),No,Protective,Race,White,NA,NA,Male,0.608,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,25-May-2023,1.000,https://seer.cancer.gov/statistics-network/explorer/application.html?site=71&data_type=6&graph_type=7&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&stat_type=10&sex=3&age_range=300&risk_interval=99&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2019,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-May-2023
Breast Cancer,Cancer,Alcohol,Yes,Risk,"How many alcoholic drinks do you consume, on average, per day?",NA,0,0.1,Female,0.421,https://doi.org/10.1023/a:1013737616987,2001,Table 2,Prospective cohort study,"242,010",United States,12-Jun-2021,1.000,https://doi.org/10.1038/bjc.2014.579,2014,Figure 2,Meta-analysis,"165,750",Multiple countries,9-Jun-2023
Breast Cancer,Cancer,Alcohol,Yes,Risk,"How many alcoholic drinks do you consume, on average, per day?",NA,0.1,1,Female,0.290,https://doi.org/10.1023/a:1013737616987,2001,Table 2,Prospective cohort study,"242,010",United States,12-Jun-2021,1.040,https://doi.org/10.1038/bjc.2014.579,2014,Figure 2,Meta-analysis,"165,750",Multiple countries,9-Jun-2023
Breast Cancer,Cancer,Alcohol,Yes,Risk,"How many alcoholic drinks do you consume, on average, per day?",NA,1,3,Female,0.202,https://doi.org/10.1023/a:1013737616987,2001,Table 2,Prospective cohort study,"242,010",United States,12-Jun-2021,1.230,https://doi.org/10.1038/bjc.2014.579,2014,Figure 2,Meta-analysis,"165,750",Multiple countries,9-Jun-2023
Breast Cancer,Cancer,Alcohol,Yes,Risk,"How many alcoholic drinks do you consume, on average, per day?",NA,3,100,Female,0.087,https://doi.org/10.1023/a:1013737616987,2001,Table 2,Prospective cohort study,"242,010",United States,12-Jun-2021,1.610,https://doi.org/10.1038/bjc.2014.579,2014,Figure 2,Meta-analysis,"165,750",Multiple countries,9-Jun-2023
Breast Cancer,Cancer,Breastfeeding,No,Protective,What is the total number of months that you breastfed your child(ren)?,NA,0,0.1,Female,0.150,https://doi.org/10.1186/s12916-015-0484-3,2015,Table 1 (https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-015-0484-3/tables/1) and see cell for calculation,Cohort study,"322,972",Multiple European countries,12-Jun-2021,1.000,https://doi.org/10.1016/s0140-6736(02)09454-0,2002,Table 2,Meta-analysis,"147,275",Multiple countries,12-Jun-2023
Breast Cancer,Cancer,Breastfeeding,No,Protective,What is the total number of months that you breastfed your child(ren)?,NA,0.1,7,Female,0.343,https://doi.org/10.1186/s12916-015-0484-3,2015,Table 1 (https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-015-0484-3/tables/1) and see cell for calculation,Cohort study,"322,972",Multiple European countries,12-Jun-2021,0.980,https://doi.org/10.1016/s0140-6736(02)09454-0,2002,Table 2,Meta-analysis,"147,275",Multiple countries,12-Jun-2023
Breast Cancer,Cancer,Breastfeeding,No,Protective,What is the total number of months that you breastfed your child(ren)?,NA,7,19,Female,0.348,https://doi.org/10.1186/s12916-015-0484-3,2015,Table 1 (https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-015-0484-3/tables/1) and see cell for calculation,Cohort study,"322,972",Multiple European countries,12-Jun-2021,0.940,https://doi.org/10.1016/s0140-6736(02)09454-0,2002,Table 2,Meta-analysis,"147,275",Multiple countries,12-Jun-2023
Breast Cancer,Cancer,Breastfeeding,No,Protective,What is the total number of months that you breastfed your child(ren)?,NA,19,31,Female,0.141,https://doi.org/10.1186/s12916-015-0484-3,2015,Table 1 (https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-015-0484-3/tables/1) and see cell for calculation,Cohort study,"322,972",Multiple European countries,12-Jun-2021,0.890,https://doi.org/10.1016/s0140-6736(02)09454-0,2002,Table 2,Meta-analysis,"147,275",Multiple countries,12-Jun-2023
Breast Cancer,Cancer,Breastfeeding,No,Protective,What is the total number of months that you breastfed your child(ren)?,NA,31,55,Female,0.018,https://doi.org/10.1186/s12916-015-0484-3,2015,Table 1 (https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-015-0484-3/tables/1) and see cell for calculation,Cohort study,"322,972",Multiple European countries,12-Jun-2021,0.880,https://doi.org/10.1016/s0140-6736(02)09454-0,2002,Table 2,Meta-analysis,"147,275",Multiple countries,12-Jun-2023
